"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","150000","false","0","false","0","529591.341","529591.341","0","false","true",
"C","M","20141201","2014","12","201412","826","GBR","United Kingdom","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","100000","false","0","false","0","363534.81","363534.81","0","false","true",
"C","M","20141201","2014","12","201412","826","GBR","United Kingdom","X","Export","226","GNQ","Equatorial Guinea","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","3430","false","0","false","0","6435.2","6435.2","0","false","true",
"C","M","20140101","2014","1","201401","826","GBR","United Kingdom","X","Export","226","GNQ","Equatorial Guinea","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1482","false","0","false","0","3200.918","3200.918","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","226","GNQ","Equatorial Guinea","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","841","false","0","false","0","10388.312","10388.312","0","false","true",
"C","M","20140301","2014","3","201403","826","GBR","United Kingdom","X","Export","232","ERI","Eritrea","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","89","false","0","false","0","1678.984","1678.984","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","232","ERI","Eritrea","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","25000","false","0","false","0","76914.539","76914.539","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","204","false","0","false","0","803.438","803.438","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","298","false","0","false","0","1086.987","1086.987","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2","false","0","false","0","28.119","28.119","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","5","false","0","false","0","50.215","50.215","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","105","false","0","false","0","281.688","281.688","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","68","false","0","false","0","170.365","170.365","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","6360","false","0","false","0","7329.057","7329.057","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8395","false","0","false","0","15188.513","15188.513","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","41299","false","0","false","0","61685.657","61685.657","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","25385","false","0","false","0","33363.792","33363.792","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","40698","false","0","false","0","59450.878","59450.878","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","15681","false","0","false","0","23318.645","23318.645","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","37491","false","0","false","0","55233.493","55233.493","0","false","true",
"C","M","20140901","2014","9","201409","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","34274","false","0","false","0","35560.156","35560.156","0","false","true",
"C","M","20140101","2014","1","201401","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","16093","false","0","false","0","26613.909","26613.909","0","false","true",
"C","M","20141201","2014","12","201412","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","37782","false","0","false","0","40055.325","40055.325","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","958","false","0","false","0","1598.139","1598.139","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","5983","false","0","false","0","7681.206","7681.206","0","false","true",
"C","M","20140301","2014","3","201403","826","GBR","United Kingdom","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8679","false","0","false","0","14083.514","14083.514","0","false","true",
"C","M","20140901","2014","9","201409","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","60","false","0","false","0","208.593","208.593","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","230","false","0","false","0","1297.784","1297.784","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","336","false","0","false","0","1675.443","1675.443","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","12","false","0","false","0","23.434","23.434","0","false","true",
"C","M","20140101","2014","1","201401","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","190","false","0","false","0","891.249","891.249","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","3","false","0","false","0","48.197","48.197","0","false","true",
"C","M","20140301","2014","3","201403","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","175","false","0","false","0","816.219","816.219","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","100313","false","0","false","0","169410.642","169410.642","0","false","true",
"C","M","20140301","2014","3","201403","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","92420","false","0","false","0","137959.256","137959.256","0","false","true",
"C","M","20140101","2014","1","201401","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","87481","false","0","false","0","141697.029","141697.029","0","false","true",
"C","M","20141201","2014","12","201412","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","55876","false","0","false","0","87514.336","87514.336","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","94811","false","0","false","0","135171.418","135171.418","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","M","Import","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","4","false","0","false","11.579","0","11.579","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","69466","false","0","false","0","109195.934","109195.934","0","false","true",
"C","M","20140901","2014","9","201409","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","80837","false","0","false","0","141693.069","141693.069","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","122941","false","0","false","0","209086.029","209086.029","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","91473","false","0","false","0","157624.571","157624.571","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","78528","false","0","false","0","135462.906","135462.906","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","108736","false","0","false","0","184498.499","184498.499","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","80556","false","0","false","0","145840.212","145840.212","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","229","false","0","false","0","1181.213","1181.213","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8","false","0","false","0","29.022","29.022","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","6","false","0","false","0","13.233","13.233","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","5","false","0","false","0","87.9","87.9","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1824611","false","0","false","6948168.914","0","6948168.914","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","903556","false","0","false","0","1737070.665","1737070.665","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1975619","false","0","false","6494425.883","0","6494425.883","0","false","true",
"C","M","20140101","2014","1","201401","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2041885","false","0","false","8020013.617","0","8020013.617","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","52991","false","0","false","0","132010.471","132010.471","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1941222","false","0","false","6630455.797","0","6630455.797","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","244494","false","0","false","0","741460.861","741460.861","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2100710","false","0","false","7183954.04","0","7183954.04","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2125145","false","0","false","7051095.665","0","7051095.665","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0402","Milk and cream; concentrated or containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","468349","false","0","false","0","835723.745","835723.745","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","950822","false","0","false","0","2266464.737","2266464.737","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1160628","false","0","false","1720555.39","0","1720555.39","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1067206","false","0","false","1912257.041","0","1912257.041","0","false","true",
"C","M","20140501","2014","5","201405","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1083777","false","0","false","1638837.888","0","1638837.888","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1045250","false","0","false","1483421.59","0","1483421.59","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","977600","false","0","false","1449614.229","0","1449614.229","0","false","true",
"C","M","20140901","2014","9","201409","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","909926","false","0","false","1259777.323","0","1259777.323","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","934569","false","0","false","0","3606509.509","3606509.509","0","false","true",
"C","M","20141001","2014","10","201410","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","564848","false","0","false","0","658063.925","658063.925","0","false","true",
"C","M","20140401","2014","4","201404","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","919235","false","0","false","0","2821322.483","2821322.483","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","942825","false","0","false","1474882.528","0","1474882.528","0","false","true",
"C","M","20140801","2014","8","201408","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","464865","false","0","false","0","345335.879","345335.879","0","false","true",
"C","M","20141201","2014","12","201412","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1336199","false","0","false","1958660.156","0","1958660.156","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","990200","false","0","false","1444455.133","0","1444455.133","0","false","true",
"C","M","20140201","2014","2","201402","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","968194","false","0","false","0","2213617.22","2213617.22","0","false","true",
"C","M","20141101","2014","11","201411","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","572006","false","0","false","0","858527.314","858527.314","0","false","true",
"C","M","20140701","2014","7","201407","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1175735","false","0","false","2096771.09","0","2096771.09","0","false","true",
"C","M","20140601","2014","6","201406","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","929732","false","0","false","0","2523314.459","2523314.459","0","false","true",
"C","M","20140901","2014","9","201409","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","0401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","597025","false","0","false","0","599126.951","599126.951","0","false","true",
